
5.0.0	5.*.*	菲律宾
216.182.0	216.182.*	广东省广州市萝岗区
216.183.0	216.191.*	广东省
216.192.0	216.207.*	广东省广州市
216.208.0	216.210.*	广东省广州市华南师范大学大学城校区
216.211.0	216.211.*	广东省广州市
216.212.0	216.212.*	广东省广州市华南师范大学大学城校区
216.213.0	216.*.*	广东省广州市
217.0.0	217.1.*	广西柳州市
217.2.0	217.3.*	广西
217.4.0	217.7.*	广西河池市
217.8.0	217.63.*	广东省
217.64.0	217.115.*	海南省海口市
217.116.0	217.127.*	广东省
217.128.0	217.132.*	广东省广州市萝岗区
217.133.0	217.143.*	广东省广州市天河区
217.144.0	217.147.*	广东省广州市
217.148.0	217.151.*	广东省河源市
217.152.0	217.*.*	广东省广州市
218.0.0	218.19.*	广东省深圳市南山区
218.20.0	218.23.*	广东省深圳市
218.24.0	218.27.*	广东省深圳市福田区
218.28.0	218.29.*	广东省深圳市
218.30.0	218.31.*	广东省深圳市盐田区
218.32.0	218.63.*	广东省深圳市
218.64.0	218.67.*	广东省深圳市龙岗区
218.68.0	218.68.*	广东省深圳市
218.69.0	218.69.*	广东省深圳市龙岗区
218.70.0	218.70.*	广东省深圳市
218.71.0	218.71.*	广东省
218.72.0	218.75.*	广东省深圳市
218.76.0	218.91.*	广东省深圳市龙岗区
218.92.0	218.127.*	广东省深圳市
218.128.0	218.139.*	广东省广州市
218.140.0	218.141.*	广东省广州市天河区
218.142.0	218.142.*	广东省广州市
218.143.0	218.143.*	广东省广州市天河区
218.144.0	218.159.*	广东省广州市
218.160.0	218.175.*	广东省惠州市
218.176.0	218.180.*	广东省广州市天河区
218.181.0	218.183.*	广东省广州市
218.184.0	218.189.*	广东省广州市天河区
218.190.0	218.191.*	广东省
218.192.0	218.239.*	广东省广州市
218.240.0	218.*.*	广东省
219.0.0	219.31.*	河南省新乡市
219.32.0	219.47.*	河南省开封市
219.48.0	219.99.*	河南省郑州市
219.100.0	219.103.*	河南省南阳市
219.104.0	219.111.*	河南省济源市
219.112.0	219.115.*	河南省南阳市
219.116.0	219.119.*	河南省信阳市
219.120.0	219.127.*	河南省郑州市
219.128.0	219.131.*	河南省漯河市
219.132.0	219.135.*	河南省商丘市
219.136.0	219.139.*	河南省郑州市
219.140.0	219.147.*	河南省商丘市
219.148.0	219.153.*	河南省郑州市
219.154.0	219.155.*	河南省平顶山市
219.156.0	219.159.*	河南省郑州市
219.160.0	219.161.*	河南省三门峡市
219.162.0	219.165.*	河南省郑州市
219.166.0	219.167.*	中国
219.168.0	219.171.*	河南省郑州市
219.172.0	219.*.*	中国
220.0.0	220.123.*	湖北省武汉市
220.124.0	220.125.*	湖北省孝感市
220.126.0	220.169.*	湖北省武汉市
220.170.0	220.171.*	湖北省仙桃市
220.172.0	220.173.*	湖北省荆门市
220.174.0	220.175.*	湖北省荆州市
220.176.0	220.177.*	湖北省十堰市
220.178.0	220.*.*	湖北省武汉市
221.0.0	221.1.*	湖北省鄂州市
221.2.0	221.9.*	湖北省武汉市
221.10.0	221.11.*	湖北省宜昌市
221.12.0	221.13.*	湖北省潜江市
221.14.0	221.15.*	湖北省武汉市
221.16.0	221.19.*	湖北省黄冈市
221.20.0	221.23.*	湖北省武汉市
221.24.0	221.25.*	湖北省荆州市
221.26.0	221.27.*	湖北省黄冈市
221.28.0	221.29.*	湖北省十堰市
221.30.0	221.39.*	湖北省武汉市
221.40.0	221.41.*	湖北省宜昌市
221.42.0	221.43.*	湖北省武汉市
221.44.0	221.45.*	湖北省咸宁市
221.46.0	221.46.*	北京市
221.47.0	221.47.*	中国
221.48.0	221.127.*	湖北省武汉市
221.128.0	221.159.*	湖南省邵阳市
221.160.0	221.215.*	湖南省长沙市
221.216.0	221.217.*	湖南省娄底市
221.218.0	221.223.*	湖南省长沙市
221.224.0	221.239.*	湖南省湘潭市
221.240.0	221.241.*	湖南省张家界市
221.242.0	221.247.*	湖南省长沙市
221.248.0	221.249.*	湖南省怀化市
221.250.0	221.*.*	湖南省长沙市
222.0.0	222.4.*	辽宁省沈阳市
222.5.0	222.5.*	辽宁省大连市
222.6.0	222.51.*	辽宁省沈阳市
222.52.0	222.55.*	辽宁省锦州市
222.56.0	222.57.*	辽宁省沈阳市
222.58.0	222.58.*	辽宁省葫芦岛市
222.59.0	222.59.*	辽宁省沈阳市
222.60.0	222.63.*	辽宁省朝阳市
222.64.0	222.95.*	辽宁省沈阳市
222.96.0	222.99.*	辽宁省盘锦市
222.100.0	222.107.*	辽宁省锦州市
222.108.0	222.111.*	辽宁省沈阳市
222.112.0	222.127.*	辽宁省
222.128.0	222.191.*	辽宁省大连市
222.192.0	222.223.*	吉林省长春市
222.224.0	222.239.*	中国
222.240.0	222.251.*	吉林省长春市
222.252.0	222.253.*	中国
222.254.0	222.*.*	吉林省长春市
223.0.0	223.71.*	黑龙江省哈尔滨市
223.72.0	223.73.*	黑龙江省齐齐哈尔市
223.74.0	223.75.*	黑龙江省哈尔滨市
223.76.0	223.79.*	黑龙江省绥化市
223.80.0	223.87.*	黑龙江省牡丹江市
223.88.0	223.91.*	黑龙江省大庆市
223.92.0	223.95.*	黑龙江省齐齐哈尔市
223.96.0	223.97.*	黑龙江省牡丹江市
223.98.0	223.99.*	中国
223.100.0	223.107.*	黑龙江省牡丹江市
223.108.0	223.127.*	黑龙江省哈尔滨市
223.128.0	223.159.*	吉林省长春市
223.160.0	223.163.*	吉林省白城市
223.164.0	223.167.*	吉林省长春市
223.168.0	223.175.*	吉林省通化市
223.176.0	223.191.*	吉林省长春市
223.192.0	223.199.*	吉林省吉林市
223.200.0	223.215.*	吉林省长春市
223.216.0	223.219.*	吉林省辽源市
223.220.0	223.251.*	吉林省长春市
223.252.0	223.252.*	吉林省吉林市
223.253.0	223.253.*	中国
223.254.0	223.*.*	吉林省长春市
224.0.0	233.*.*	台湾省
234.0.0	235.*.*	越南
236.0.0	239.*.*	新西兰
240.0.0	252.63.*	韩国
252.64.0	252.92.*	菲律宾
252.93.0	252.95.*	澳大利亚
252.96.0	252.191.*	日本
252.192.0	252.*.*	亚太地区
253.0.0	253.63.*	澳大利亚
253.64.0	253.95.*	亚太地区
253.96.0	253.111.*	澳大利亚
253.112.0	253.127.*	亚太地区
253.128.0	253.*.*	香港
254.0.0	254.51.*	澳大利亚
254.52.0	254.55.*	亚太地区
254.56.0	254.59.*	日本
254.60.0	254.127.*	澳大利亚
254.128.0	254.130.*	广西南宁市
254.131.0	254.131.*	广西玉林市
254.132.0	254.136.*	广西南宁市
254.137.0	254.137.*	广西玉林市
254.138.0	254.138.*	广西南宁市
254.139.0	254.139.*	广西玉林市
254.140.0	254.151.*	广西百色市
254.152.0	254.160.*	广西柳州市
254.161.0	254.163.*	广西桂林市
254.164.0	254.175.*	广西柳州市
254.176.0	254.176.*	重庆市
254.177.0	254.191.*	广西桂林市
254.192.0	254.*.*	福建省泉州市
*.0.0	*.*.*	澳大利亚
